	gene
HS2ST1	HS2ST1
RBPJ	RBPJ
ZNF576	ZNF576
LEPROT	LEPROT
FAM81A	FAM81A
OR8G5	OR8G5
CX3CR1	CX3CR1
HAP1	HAP1
MEAF6	MEAF6
TNFAIP8	TNFAIP8
EOMES	EOMES
FIGLA	FIGLA
MYNN	MYNN
SUPT3H	SUPT3H
TTC28	TTC28
DZANK1	DZANK1
TEKT3	TEKT3
CTAGE9	CTAGE9
CDK5R1	CDK5R1
CLDND2	CLDND2
ZNF251	ZNF251
APPL2	APPL2
YIPF7	YIPF7
MGST3	MGST3
NDUFA10	NDUFA10
TIMP1	TIMP1
ALPG	ALPG
MYPN	MYPN
DDX27	DDX27
STT3B	STT3B
MIOS	MIOS
BEST2	BEST2
KCNJ13	KCNJ13
RENBP	RENBP
CEP57L1	CEP57L1
GPN1	GPN1
FAM114A1	FAM114A1
POLR3C	POLR3C
MFSD14A	MFSD14A
IMPDH1	IMPDH1
FOXP4	FOXP4
KLHL2	KLHL2
ZNF521	ZNF521
RNF141	RNF141
EPS8L3	EPS8L3
PACRGL	PACRGL
RGS3	RGS3
RBFOX3	RBFOX3
TFR2	TFR2
LCOR	LCOR
SYCE2	SYCE2
RAG1	RAG1
UTP20	UTP20
PTS	PTS
GNAO1	GNAO1
PRSS1	PRSS1
CHST3	CHST3
OSTN	OSTN
MSRA	MSRA
SALL2	SALL2
ASXL1	ASXL1
ASB1	ASB1
MAD2L2	MAD2L2
B4GALNT4	B4GALNT4
GRAMD1A	GRAMD1A
NEDD1	NEDD1
FLYWCH2	FLYWCH2
COX10	COX10
PAX1	PAX1
IL3RA	IL3RA
ABCA12	ABCA12
LYSMD2	LYSMD2
NDUFS5	NDUFS5
KCNJ11	KCNJ11
CDC40	CDC40
ANP32D	ANP32D
HSDL2	HSDL2
TRIM22	TRIM22
PQLC2L	PQLC2L
SLC9A5	SLC9A5
CCR6	CCR6
ZFAND6	ZFAND6
USHBP1	USHBP1
TMEM174	TMEM174
DIS3	DIS3
LRRC56	LRRC56
SMAD9	SMAD9
CCNC	CCNC
LIN7C	LIN7C
RAPGEF2	RAPGEF2
ZNF564	ZNF564
GCLM	GCLM
CLDN4	CLDN4
SPRED2	SPRED2
SMN1	SMN1
SELENBP1	SELENBP1
IL21R	IL21R
ZNF680	ZNF680
RAD51C	RAD51C
TTC6	TTC6
CHST15	CHST15
PLS3	PLS3
RAMP1	RAMP1
ZNF319	ZNF319
MOSMO	MOSMO
TAC4	TAC4
XAF1	XAF1
KLHL5	KLHL5
HDDC3	HDDC3
KCNH6	KCNH6
DDB1	DDB1
CXXC1	CXXC1
HIST1H2BC	HIST1H2BC
FCAR	FCAR
SHMT2	SHMT2
TENT5B	TENT5B
HMGB2	HMGB2
CASP4	CASP4
KCNA5	KCNA5
PMF1	PMF1
ILKAP	ILKAP
ACSM4	ACSM4
CDH15	CDH15
DCUN1D2	DCUN1D2
TMEM217	TMEM217
GUCY1B1	GUCY1B1
STK10	STK10
ZFP36	ZFP36
TPRG1L	TPRG1L
HSPA1A	HSPA1A
P2RX4	P2RX4
MSTO1	MSTO1
PON2	PON2
FUCA1	FUCA1
PTPRM	PTPRM
ANKZF1	ANKZF1
L2HGDH	L2HGDH
ACTL6B	ACTL6B
ZNF398	ZNF398
PGAP1	PGAP1
TMEM173	TMEM173
NME5	NME5
CAMK2B	CAMK2B
ZNF658	ZNF658
IMPA1	IMPA1
OCA2	OCA2
FUZ	FUZ
HRASLS5	HRASLS5
CPTP	CPTP
ZNF511	ZNF511
MMP13	MMP13
ECD	ECD
JOSD2	JOSD2
PYURF	PYURF
LILRB2	LILRB2
NUDT4B	NUDT4B
NAPB	NAPB
NLGN4Y	NLGN4Y
OR8S1	OR8S1
ZNF33B	ZNF33B
NFU1	NFU1
TP53I11	TP53I11
SLC39A13	SLC39A13
LRRC17	LRRC17
NUB1	NUB1
PRDX5	PRDX5
AKAP1	AKAP1
SLC25A35	SLC25A35
TRMT2B	TRMT2B
ZBTB14	ZBTB14
KLF5	KLF5
TSLP	TSLP
SARS2	SARS2
NR2C2	NR2C2
IDH3G	IDH3G
EBAG9	EBAG9
CDCA3	CDCA3
AL160272.2	AL160272.2
STRN4	STRN4
MYOZ2	MYOZ2
NOC2L	NOC2L
CLEC11A	CLEC11A
MAPK14	MAPK14
S100A4	S100A4
GMPR2	GMPR2
IFT122	IFT122
C16orf74	C16orf74
MTIF3	MTIF3
THEMIS	THEMIS
TSSC4	TSSC4
SMC4	SMC4
EGLN3	EGLN3
CDHR4	CDHR4
TIMMDC1	TIMMDC1
FOXD4	FOXD4
MAGEE1	MAGEE1
PLEKHA6	PLEKHA6
LPAR5	LPAR5
AGXT	AGXT
TBC1D3D	TBC1D3D
RFX1	RFX1
AGR3	AGR3
ZNF729	ZNF729
SERTAD2	SERTAD2
GRID2IP	GRID2IP
YY2	YY2
NDUFC2-KCTD14	NDUFC2-KCTD14
GYPC	GYPC
CR1	CR1
TAS2R43	TAS2R43
HDAC6	HDAC6
S100A1	S100A1
RORC	RORC
PGBD4	PGBD4
BDKRB2	BDKRB2
IGFALS	IGFALS
MBD3	MBD3
C1orf131	C1orf131
AC069368.1	AC069368.1
TYK2	TYK2
PCDHB9	PCDHB9
LCN1	LCN1
CENPVL3	CENPVL3
ATXN3	ATXN3
IFNL2	IFNL2
F10	F10
TAF1D	TAF1D
C4orf50	C4orf50
FAM171A1	FAM171A1
SMIM2	SMIM2
NRP1	NRP1
ARHGAP26	ARHGAP26
TRIM13	TRIM13
HNRNPUL2	HNRNPUL2
AQP11	AQP11
SEC13	SEC13
ARVCF	ARVCF
POLR3E	POLR3E
CYB5D1	CYB5D1
TMEM237	TMEM237
EVX1	EVX1
PSMD10	PSMD10
RGS8	RGS8
GPR50	GPR50
MRPS5	MRPS5
LRRC3B	LRRC3B
NAIF1	NAIF1
ACAT1	ACAT1
GTF2IRD1	GTF2IRD1
COMMD2	COMMD2
SSBP4	SSBP4
NAB1	NAB1
POC5	POC5
CD163	CD163
ARMCX4	ARMCX4
THYN1	THYN1
FETUB	FETUB
COL28A1	COL28A1
GABPA	GABPA
UBE4B	UBE4B
AXIN2	AXIN2
SSBP2	SSBP2
TACC3	TACC3
REG1A	REG1A
SNX29	SNX29
PPAT	PPAT
STARD9	STARD9
MEMO1	MEMO1
LIG3	LIG3
MOB2	MOB2
NEUROD6	NEUROD6
TJP1	TJP1
PRSS3	PRSS3
PLPPR5	PLPPR5
EPB41	EPB41
PNMA6A	PNMA6A
RETN	RETN
GABRB3	GABRB3
ZNF655	ZNF655
SEPT3	SEPT3
FCGR3B	FCGR3B
RRP8	RRP8
SFT2D1	SFT2D1
C1orf216	C1orf216
ARRDC5	ARRDC5
AVPI1	AVPI1
KCTD15	KCTD15
ZNF112	ZNF112
MAP10	MAP10
GTF2I	GTF2I
ZNF613	ZNF613
ZMYM3	ZMYM3
KLK10	KLK10
EEF1A2	EEF1A2
RCSD1	RCSD1
NOL12	NOL12
PPFIBP2	PPFIBP2
SLC2A2	SLC2A2
XXYLT1	XXYLT1
MINPP1	MINPP1
CCK	CCK
VOPP1	VOPP1
LAMC2	LAMC2
C6orf48	C6orf48
HYDIN	HYDIN
FAM217B	FAM217B
CROT	CROT
PTGES3L-AARSD1	PTGES3L-AARSD1
TNRC18	TNRC18
CTDP1	CTDP1
KDELR3	KDELR3
CMA1	CMA1
MINDY3	MINDY3
ZNF143	ZNF143
TUBA1B	TUBA1B
FAM86C1	FAM86C1
TAS1R1	TAS1R1
FBXO38	FBXO38
TSC1	TSC1
VPS9D1	VPS9D1
NOSIP	NOSIP
CRYL1	CRYL1
FOXI1	FOXI1
TFPI2	TFPI2
RHOBTB2	RHOBTB2
TBC1D20	TBC1D20
CASP7	CASP7
RAB8A	RAB8A
ABCG5	ABCG5
HMG20B	HMG20B
CDC42	CDC42
TSPAN3	TSPAN3
ANGPTL5	ANGPTL5
FBXL2	FBXL2
RMDN2	RMDN2
C19orf71	C19orf71
NEK11	NEK11
L3MBTL4	L3MBTL4
PPP4R4	PPP4R4
FAM184A	FAM184A
GRIK4	GRIK4
DAB2	DAB2
MAB21L3	MAB21L3
SAMD7	SAMD7
XRCC2	XRCC2
THEM5	THEM5
FAHD1	FAHD1
IL2RG	IL2RG
TM4SF1	TM4SF1
NOX1	NOX1
XKR3	XKR3
HTR3A	HTR3A
ADGRA2	ADGRA2
FITM2	FITM2
NRXN3	NRXN3
LIPG	LIPG
CD300C	CD300C
SCARB1	SCARB1
KMT2A	KMT2A
RXRA	RXRA
C1orf127	C1orf127
THAP9	THAP9
NOL8	NOL8
C12orf4	C12orf4
HAPLN4	HAPLN4
OGFOD1	OGFOD1
CISD2	CISD2
DUSP14	DUSP14
PKMYT1	PKMYT1
RBM11	RBM11
HSPA4L	HSPA4L
CRYBA2	CRYBA2
COMP	COMP
GABRD	GABRD
SEPT14	SEPT14
SERINC1	SERINC1
SGO2	SGO2
SPSB2	SPSB2
UGT8	UGT8
C8orf86	C8orf86
CFAP77	CFAP77
KLHL33	KLHL33
VKORC1L1	VKORC1L1
TDRD10	TDRD10
MMP9	MMP9
PIN4	PIN4
SMARCB1	SMARCB1
ZNRF3	ZNRF3
GPHA2	GPHA2
LRRN3	LRRN3
C17orf67	C17orf67
TRIM61	TRIM61
BSPRY	BSPRY
EFCAB11	EFCAB11
POU3F2	POU3F2
CDC42BPG	CDC42BPG
ZYG11B	ZYG11B
PCDHA13	PCDHA13
GSTZ1	GSTZ1
TMX2	TMX2
CCT6B	CCT6B
AK4	AK4
TKFC	TKFC
ANKRD6	ANKRD6
ASH2L	ASH2L
RIPK3	RIPK3
BMPER	BMPER
ZNF629	ZNF629
KHDRBS2	KHDRBS2
NEFM	NEFM
TGFBR3L	TGFBR3L
EID2	EID2
ACOT8	ACOT8
CD99L2	CD99L2
WDR5B	WDR5B
SMARCE1	SMARCE1
RPUSD3	RPUSD3
MEIG1	MEIG1
HOXB2	HOXB2
DGUOK	DGUOK
SLC50A1	SLC50A1
TRPM3	TRPM3
MFF	MFF
LAYN	LAYN
ARHGAP36	ARHGAP36
HOXC10	HOXC10
FBXO48	FBXO48
COASY	COASY
EID1	EID1
VNN3	VNN3
DVL3	DVL3
NECAB1	NECAB1
GPR27	GPR27
LATS2	LATS2
MFSD6L	MFSD6L
KIAA1671	KIAA1671
GOT1L1	GOT1L1
KCNN2	KCNN2
EDEM3	EDEM3
INPP4B	INPP4B
TMIE	TMIE
NDN	NDN
EPG5	EPG5
SLC34A1	SLC34A1
WNT3A	WNT3A
FBXW2	FBXW2
UPK3B	UPK3B
C14orf132	C14orf132
SAMD10	SAMD10
ALG13	ALG13
MCF2L2	MCF2L2
SSX1	SSX1
PPP2R3A	PPP2R3A
NANOG	NANOG
HSPA1L	HSPA1L
PRAF2	PRAF2
CRELD1	CRELD1
TBC1D3E	TBC1D3E
GTF2IRD2B	GTF2IRD2B
ALLC	ALLC
ISY1	ISY1
MTMR8	MTMR8
LINS1	LINS1
SLC37A2	SLC37A2
RBM3	RBM3
ACBD4	ACBD4
SYNC	SYNC
RBM5	RBM5
DCLK2	DCLK2
S100A14	S100A14
BMPR1B	BMPR1B
NHLH1	NHLH1
MAP1S	MAP1S
XYLT1	XYLT1
CACNA1E	CACNA1E
NLRX1	NLRX1
NTM	NTM
SAV1	SAV1
MIEF1	MIEF1
B3GNTL1	B3GNTL1
NCAM2	NCAM2
AP2M1	AP2M1
MYL6B	MYL6B
ADAL	ADAL
INAVA	INAVA
PAK1IP1	PAK1IP1
PROKR1	PROKR1
AP3S2	AP3S2
IQGAP2	IQGAP2
ZFYVE26	ZFYVE26
TMEM250	TMEM250
GPR141	GPR141
SLC7A4	SLC7A4
MCCC1	MCCC1
MAF	MAF
LMCD1	LMCD1
NDUFB11	NDUFB11
CCDC173	CCDC173
EIF4EBP2	EIF4EBP2
BRD8	BRD8
MCC	MCC
IBTK	IBTK
ADPRH	ADPRH
CD86	CD86
CBWD2	CBWD2
CKLF	CKLF
SEC22C	SEC22C
INSRR	INSRR
ZSCAN30	ZSCAN30
ICA1	ICA1
PAM	PAM
ABCC6	ABCC6
BNIP1	BNIP1
SMARCD2	SMARCD2
NRG3	NRG3
PDE11A	PDE11A
ACSL4	ACSL4
GOLGA8N	GOLGA8N
PHOX2A	PHOX2A
CCL14	CCL14
MDM1	MDM1
NCAPH2	NCAPH2
TMPPE	TMPPE
EPHB2	EPHB2
PPP1CB	PPP1CB
STX1A	STX1A
PALLD	PALLD
C1orf54	C1orf54
FAM229A	FAM229A
SPTLC2	SPTLC2
NIP7	NIP7
DELE1	DELE1
CXorf67	CXorf67
CYP11A1	CYP11A1
CNN3	CNN3
TAPBPL	TAPBPL
SON	SON
LGALS12	LGALS12
PSPH	PSPH
BAALC	BAALC
CCDC188	CCDC188
BOLL	BOLL
PLGLB1	PLGLB1
TERF1	TERF1
CERS3	CERS3
ZNF350	ZNF350
FCN3	FCN3
GRXCR2	GRXCR2
BMP6	BMP6
FHL1	FHL1
PDHB	PDHB
Z83844.3	Z83844.3
PIWIL1	PIWIL1
B3GNT6	B3GNT6
XPR1	XPR1
SMYD4	SMYD4
NPEPPS	NPEPPS
COL6A3	COL6A3
GPR84	GPR84
RBM38	RBM38
NOMO1	NOMO1
SMOC1	SMOC1
KRR1	KRR1
EPS8L2	EPS8L2
PRDX1	PRDX1
DEC1	DEC1
MRPS21	MRPS21
ANKRD49	ANKRD49
NCR3	NCR3
KIF25	KIF25
AC011195.2	AC011195.2
FGD2	FGD2
NPIPA7	NPIPA7
CLTRN	CLTRN
CD2BP2	CD2BP2
FAM153A	FAM153A
LDHB	LDHB
LIN7B	LIN7B
SATB2	SATB2
EFCAB10	EFCAB10
AATK	AATK
CNGA1	CNGA1
GTF2IRD2	GTF2IRD2
CFDP1	CFDP1
CLCF1	CLCF1
MMP24OS	MMP24OS
COPS8	COPS8
TNNC2	TNNC2
POLR2F	POLR2F
ERGIC1	ERGIC1
RHD	RHD
TAF9B	TAF9B
FAM160A1	FAM160A1
CASTOR1	CASTOR1
TTC19	TTC19
ZNF850	ZNF850
SLC9A2	SLC9A2
NCF4	NCF4
CATSPERD	CATSPERD
TLE2	TLE2
SSR2	SSR2
UBE3C	UBE3C
KLHL26	KLHL26
PLA2G6	PLA2G6
RYR2	RYR2
BEST4	BEST4
EPB41L2	EPB41L2
CREBRF	CREBRF
LSAMP	LSAMP
OR2C3	OR2C3
CCPG1	CCPG1
DACT1	DACT1
TEX37	TEX37
SKP2	SKP2
PCDHA12	PCDHA12
HACE1	HACE1
CCDC124	CCDC124
ARMC2	ARMC2
SCUBE1	SCUBE1
ELMSAN1	ELMSAN1
TECPR1	TECPR1
KIDINS220	KIDINS220
TMEM62	TMEM62
KCNJ1	KCNJ1
RRP15	RRP15
HIST1H1T	HIST1H1T
MADCAM1	MADCAM1
FLT4	FLT4
DYNLL1	DYNLL1
ZNF605	ZNF605
PHF7	PHF7
ICOS	ICOS
RASL11B	RASL11B
KRT10	KRT10
JTB	JTB
MFSD6	MFSD6
GATD1	GATD1
SHMT1	SHMT1
BCL2L10	BCL2L10
SEMA3B	SEMA3B
RTP4	RTP4
SMIM27	SMIM27
NRBP2	NRBP2
ARL10	ARL10
AGER	AGER
NINJ2	NINJ2
AKAP12	AKAP12
SOCS3	SOCS3
SMG8	SMG8
TSR2	TSR2
BDH2	BDH2
MRO	MRO
CLDN3	CLDN3
CCDC105	CCDC105
CHKA	CHKA
DDI1	DDI1
TMPRSS15	TMPRSS15
NPIPB9	NPIPB9
SYTL4	SYTL4
CCDC61	CCDC61
TNNT2	TNNT2
RP1L1	RP1L1
MCM8	MCM8
CCNB3	CCNB3
TPH2	TPH2
GABBR1	GABBR1
ZNF513	ZNF513
C16orf54	C16orf54
SHISA6	SHISA6
EXT1	EXT1
MTG1	MTG1
TGM7	TGM7
KIAA0930	KIAA0930
DNAH1	DNAH1
PMP2	PMP2
SH2D4A	SH2D4A
MTRNR2L8	MTRNR2L8
CFAP20	CFAP20
IRF4	IRF4
PCNT	PCNT
CYP2U1	CYP2U1
BAZ2B	BAZ2B
CDKN2A	CDKN2A
SERTAD4	SERTAD4
PPFIA3	PPFIA3
MLANA	MLANA
ZNF24	ZNF24
RAVER2	RAVER2
ZC3H10	ZC3H10
FUT11	FUT11
C9orf92	C9orf92
UCP3	UCP3
SAA1	SAA1
AASDHPPT	AASDHPPT
HHAT	HHAT
XKRX	XKRX
HACD3	HACD3
MRPS18A	MRPS18A
GABRA3	GABRA3
ZDHHC7	ZDHHC7
TYW3	TYW3
YPEL4	YPEL4
PSAP	PSAP
IL36RN	IL36RN
ADGRL2	ADGRL2
OTP	OTP
HOXB6	HOXB6
HSPA8	HSPA8
SMAD5	SMAD5
COLEC11	COLEC11
DDX3Y	DDX3Y
PRDM9	PRDM9
SPDL1	SPDL1
C20orf96	C20orf96
RBP3	RBP3
GRK7	GRK7
ANKRD11	ANKRD11
MSC	MSC
FAM193B	FAM193B
NACA	NACA
MRPL4	MRPL4
RNF114	RNF114
THOC6	THOC6
DNTT	DNTT
CBX1	CBX1
FOXA3	FOXA3
PPAN	PPAN
CUL4A	CUL4A
TXNRD1	TXNRD1
TMC4	TMC4
PORCN	PORCN
BBS7	BBS7
AC027228.1	AC027228.1
RHBDD1	RHBDD1
MECP2	MECP2
MMP16	MMP16
C5	C5
DNAH6	DNAH6
ZNF385C	ZNF385C
OST4	OST4
PIGA	PIGA
MTMR11	MTMR11
LAT2	LAT2
IGF2BP2	IGF2BP2
ZNF76	ZNF76
MRPS24	MRPS24
CD46	CD46
UTS2B	UTS2B
ZNF282	ZNF282
WDR91	WDR91
FBXO44	FBXO44
TUBG2	TUBG2
MPPE1	MPPE1
SMN2	SMN2
ZBTB1	ZBTB1
ABCA7	ABCA7
PSMD14	PSMD14
ADARB1	ADARB1
UBE2E3	UBE2E3
CDK11B	CDK11B
RNF139	RNF139
IRF9	IRF9
FUNDC2	FUNDC2
NOS3	NOS3
LDHD	LDHD
WDR44	WDR44
LAPTM4A	LAPTM4A
KLF12	KLF12
DENND3	DENND3
IFITM5	IFITM5
PRPF4	PRPF4
CYP21A2	CYP21A2
KCNH3	KCNH3
SLC46A1	SLC46A1
KBTBD11	KBTBD11
SARDH	SARDH
RPP38	RPP38
JUNB	JUNB
SLC44A1	SLC44A1
ADA2	ADA2
KALRN	KALRN
ZSCAN9	ZSCAN9
GAA	GAA
SRPX2	SRPX2
CFI	CFI
DBNDD2	DBNDD2
TMED3	TMED3
INO80	INO80
SSMEM1	SSMEM1
LTA	LTA
CCDC40	CCDC40
IKBKE	IKBKE
MIER1	MIER1
KIAA0825	KIAA0825
NME9	NME9
FBXO43	FBXO43
ARL5B	ARL5B
CENPF	CENPF
TLR6	TLR6
LGI3	LGI3
PROCR	PROCR
PIGF	PIGF
SH3YL1	SH3YL1
HAGHL	HAGHL
PEMT	PEMT
GUCY2D	GUCY2D
C1orf52	C1orf52
LPIN3	LPIN3
CASR	CASR
SLIT2	SLIT2
PEA15	PEA15
KRTAP5-5	KRTAP5-5
DDX43	DDX43
RTTN	RTTN
VMA21	VMA21
SULT1C2	SULT1C2
PTAR1	PTAR1
PLOD1	PLOD1
METTL2A	METTL2A
AVP	AVP
RPUSD1	RPUSD1
TMEM270	TMEM270
STYK1	STYK1
SUDS3	SUDS3
LTB4R	LTB4R
KIAA1217	KIAA1217
PRRC2A	PRRC2A
OIP5	OIP5
PLEKHO2	PLEKHO2
ACBD7	ACBD7
TBC1D32	TBC1D32
SLC25A42	SLC25A42
CDKN1C	CDKN1C
TICRR	TICRR
ODF3L1	ODF3L1
SYT1	SYT1
SSRP1	SSRP1
KPNA5	KPNA5
HAT1	HAT1
TMLHE	TMLHE
ZNF8	ZNF8
CD36	CD36
EZH2	EZH2
KIAA0391	KIAA0391
TRAF3IP1	TRAF3IP1
CCL15	CCL15
YOD1	YOD1
SCLY	SCLY
TUBGCP5	TUBGCP5
TMEM131L	TMEM131L
STAG1	STAG1
FAM49B	FAM49B
NT5DC4	NT5DC4
TOX2	TOX2
WASHC5	WASHC5
MDC1	MDC1
CIDEB	CIDEB
PHKG1	PHKG1
SC5D	SC5D
ANO4	ANO4
ZNF197	ZNF197
GSPT1	GSPT1
ATP6AP1L	ATP6AP1L
TNFRSF11B	TNFRSF11B
GLIPR1	GLIPR1
SLBP	SLBP
NTSR1	NTSR1
CMPK2	CMPK2
PCGF5	PCGF5
NHLH2	NHLH2
CTDSPL2	CTDSPL2
HMGCR	HMGCR
MARVELD2	MARVELD2
GPX1	GPX1
PRMT7	PRMT7
ZFHX4	ZFHX4
UNC13A	UNC13A
METAP2	METAP2
RAPGEF1	RAPGEF1
MAL2	MAL2
THAP5	THAP5
VAPB	VAPB
TXNDC9	TXNDC9
BCAS2	BCAS2
SPACA6	SPACA6
MYL9	MYL9
TAP1	TAP1
ARPC4	ARPC4
CDK8	CDK8
EPHA7	EPHA7
PSORS1C2	PSORS1C2
C12orf43	C12orf43
SCARB2	SCARB2
RER1	RER1
BLOC1S3	BLOC1S3
PCDHB15	PCDHB15
KDM1B	KDM1B
RPF2	RPF2
SMKR1	SMKR1
TBX6	TBX6
FANCB	FANCB
DMRT1	DMRT1
ZNF234	ZNF234
BTC	BTC
FILIP1	FILIP1
ANKS1A	ANKS1A
PCNP	PCNP
SQSTM1	SQSTM1
RLIM	RLIM
PRMT9	PRMT9
GPR45	GPR45
LARS	LARS
LINC02218	LINC02218
HFE	HFE
CAMKK1	CAMKK1
TRIT1	TRIT1
RPRM	RPRM
IL36A	IL36A
HSD17B7	HSD17B7
ACTR6	ACTR6
NUDT18	NUDT18
MAD1L1	MAD1L1
KIFC2	KIFC2
ELK1	ELK1
JAML	JAML
CSN2	CSN2
SNAPC4	SNAPC4
USP42	USP42
XRCC4	XRCC4
ABCB4	ABCB4
MXD4	MXD4
SPIN2B	SPIN2B
CDC6	CDC6
ARL14EP	ARL14EP
PAGE2B	PAGE2B
S100A13	S100A13
PHLDB3	PHLDB3
SGSM3	SGSM3
MBD1	MBD1
RDM1	RDM1
MIPOL1	MIPOL1
OR52E6	OR52E6
MFSD4A	MFSD4A
SCGB2A1	SCGB2A1
ITGB4	ITGB4
ZFP92	ZFP92
P4HA1	P4HA1
HELQ	HELQ
SAMD5	SAMD5
SRD5A1	SRD5A1
AQR	AQR
IL1RL2	IL1RL2
PLA2G12B	PLA2G12B
CHMP4A	CHMP4A
ZNF709	ZNF709
PNLIPRP1	PNLIPRP1
VASH1	VASH1
PANK1	PANK1
AC104109.3	AC104109.3
BMP2	BMP2
MYB	MYB
ABHD12B	ABHD12B
SYN2	SYN2
GFM2	GFM2
ASAP1	ASAP1
ZC3H7B	ZC3H7B
TCF7L2	TCF7L2
ZBTB43	ZBTB43
CCNA2	CCNA2
FLT3	FLT3
GLCE	GLCE
APOH	APOH
RIPK2	RIPK2
CA4	CA4
MPP5	MPP5
KRT23	KRT23
ARG1	ARG1
IRF3	IRF3
DTNA	DTNA
PTK2	PTK2
CRKL	CRKL
ASPN	ASPN
ZNF570	ZNF570
SOX5	SOX5
POMGNT2	POMGNT2
ISLR	ISLR
MYLK4	MYLK4
FGF21	FGF21
SIGLEC8	SIGLEC8
CGNL1	CGNL1
WASHC3	WASHC3
RUNDC3B	RUNDC3B
TRPA1	TRPA1
KRT78	KRT78
CSN1S1	CSN1S1
PDE4B	PDE4B
TSPAN1	TSPAN1
PNP	PNP
RNF222	RNF222
CFAP52	CFAP52
COL5A1	COL5A1
SPAG16	SPAG16
RAB11FIP1	RAB11FIP1
ARRB1	ARRB1
SNRNP48	SNRNP48
PI3	PI3
ZNF23	ZNF23
FREM1	FREM1
HADH	HADH
CRIP3	CRIP3
MARCH1	MARCH1
GPR34	GPR34
PPP2R5C	PPP2R5C
BTBD10	BTBD10
TCF25	TCF25
MAOB	MAOB
PDLIM4	PDLIM4
SEPT6	SEPT6
TECR	TECR
FAM9B	FAM9B
SCN3A	SCN3A
NDUFS2	NDUFS2
ZMYND12	ZMYND12
AC107871.1	AC107871.1
ZNF581	ZNF581
KRT24	KRT24
ANKRD40	ANKRD40
SNX14	SNX14
CCL25	CCL25
CBX5	CBX5
TAS2R13	TAS2R13
OR2AG2	OR2AG2
TMEM185A	TMEM185A
MMP28	MMP28
ZDHHC12	ZDHHC12
CPN2	CPN2
NAA80	NAA80
ABHD13	ABHD13
SSR4	SSR4
ERVV-1	ERVV-1
RPL5	RPL5
LY6E	LY6E
TNNT3	TNNT3
HSD11B1	HSD11B1
ZC3H15	ZC3H15
TOB2	TOB2
GALNT5	GALNT5
PITPNM1	PITPNM1
SELENOS	SELENOS
TOMM40L	TOMM40L
PCM1	PCM1
CDC42EP2	CDC42EP2
SLC25A39	SLC25A39
MC2R	MC2R
HACD1	HACD1
SERPINB1	SERPINB1
ZNF550	ZNF550
AGRN	AGRN
ANKRD31	ANKRD31
FKBP1A	FKBP1A
MTMR10	MTMR10
GNB1	GNB1
TMEM200B	TMEM200B
KCNIP3	KCNIP3
GCN1	GCN1
MAP3K12	MAP3K12
STRA8	STRA8
GDAP2	GDAP2
KLK7	KLK7
CPEB4	CPEB4
GAPDHS	GAPDHS
WDR5	WDR5
LY6G5C	LY6G5C
PDPR	PDPR
KRT35	KRT35
SASH3	SASH3
KCNG3	KCNG3
PSMC1	PSMC1
IQCA1	IQCA1
PDLIM1	PDLIM1
CXorf56	CXorf56
MBTPS2	MBTPS2
PHF24	PHF24
GEN1	GEN1
SLC25A27	SLC25A27
HABP4	HABP4
AKAP8	AKAP8
POC1B	POC1B
HTT	HTT
MYO15A	MYO15A
FAM118A	FAM118A
JMJD7	JMJD7
PES1	PES1
SLC10A2	SLC10A2
ARFGEF2	ARFGEF2
RPS6	RPS6
OR7C1	OR7C1
DGAT1	DGAT1
ADAMTS9	ADAMTS9
ZSCAN25	ZSCAN25
CCDC12	CCDC12
HIST2H3D	HIST2H3D
HMCN2	HMCN2
THAP11	THAP11
PIK3C2G	PIK3C2G
OR2T3	OR2T3
RARB	RARB
NXPH3	NXPH3
EFNA4	EFNA4
SCN1A	SCN1A
KRT6B	KRT6B
CDIPT	CDIPT
PPP1CC	PPP1CC
SLC25A4	SLC25A4
ELK4	ELK4
LRRC38	LRRC38
CDHR1	CDHR1
SNURF	SNURF
LKAAEAR1	LKAAEAR1
C11orf49	C11orf49
CREB3L3	CREB3L3
KRAS	KRAS
C2orf15	C2orf15
KLF9	KLF9
PPID	PPID
EFHC1	EFHC1
GPRC5D	GPRC5D
DLGAP5	DLGAP5
MT1H	MT1H
ECI1	ECI1
EIF4B	EIF4B
TEX264	TEX264
BRD4	BRD4
NCALD	NCALD
FANCM	FANCM
INPPL1	INPPL1
PLA2G15	PLA2G15
RNASE2	RNASE2
STXBP1	STXBP1
HSPB3	HSPB3
ALYREF	ALYREF
NPY	NPY
POMT1	POMT1
SERPINA11	SERPINA11
CELSR1	CELSR1
MTX3	MTX3
TUBB3	TUBB3
SCN5A	SCN5A
AGO1	AGO1
PDGFRB	PDGFRB
CEACAM1	CEACAM1
USP54	USP54
INF2	INF2
XPO1	XPO1
MMP1	MMP1
FAT3	FAT3
RASGRF1	RASGRF1
S100A5	S100A5
ZNF440	ZNF440
IMPG2	IMPG2
SLC4A9	SLC4A9
TDRD1	TDRD1
CHODL	CHODL
MAML1	MAML1
RPL37A	RPL37A
DPP8	DPP8
SLIRP	SLIRP
LLCFC1	LLCFC1
MARCH8	MARCH8
B3GALNT2	B3GALNT2
TTI1	TTI1
GML	GML
HEPHL1	HEPHL1
TFEC	TFEC
ZNF705G	ZNF705G
LNPEP	LNPEP
ARGLU1	ARGLU1
ZNF585B	ZNF585B
PAX4	PAX4
SIX4	SIX4
TMPRSS2	TMPRSS2
NHLRC1	NHLRC1
